Community Name,Category,Crime Count,Date
KILLARNEY/GLENGARRY,Break & Enter - Other Premises,2,10/1/2018 0:00
KILLARNEY/GLENGARRY,Theft FROM Vehicle,6,10/1/2018 0:00
KILLARNEY/GLENGARRY,Theft OF Vehicle,3,10/1/2018 0:00
KILLARNEY/GLENGARRY,Violence Other (Non-domestic),1,10/1/2018 0:00
KINCORA,Break & Enter - Commercial,4,10/1/2018 0:00
KINCORA,Break & Enter - Dwelling,2,10/1/2018 0:00
KINCORA,Theft FROM Vehicle,1,10/1/2018 0:00
KINCORA,Theft OF Vehicle,1,10/1/2018 0:00
KINGSLAND,Assault (Non-domestic),2,10/1/2018 0:00
KINGSLAND,Break & Enter - Commercial,2,10/1/2018 0:00
KINGSLAND,Break & Enter - Other Premises,1,10/1/2018 0:00
KINGSLAND,Commercial Robbery,2,10/1/2018 0:00
KINGSLAND,Street Robbery,1,10/1/2018 0:00
KINGSLAND,Theft FROM Vehicle,7,10/1/2018 0:00
KINGSLAND,Theft OF Vehicle,4,10/1/2018 0:00
KINGSLAND,Violence Other (Non-domestic),1,10/1/2018 0:00
LAKE BONAVISTA,Assault (Non-domestic),1,10/1/2018 0:00
LAKE BONAVISTA,Break & Enter - Commercial,5,10/1/2018 0:00
LAKE BONAVISTA,Break & Enter - Dwelling,3,10/1/2018 0:00
LAKE BONAVISTA,Break & Enter - Other Premises,3,10/1/2018 0:00
LAKE BONAVISTA,Theft FROM Vehicle,11,10/1/2018 0:00
LAKE BONAVISTA,Theft OF Vehicle,2,10/1/2018 0:00
LAKEVIEW,Break & Enter - Dwelling,1,10/1/2018 0:00
LAKEVIEW,Break & Enter - Other Premises,1,10/1/2018 0:00
LAKEVIEW,Theft FROM Vehicle,2,10/1/2018 0:00
LEGACY,Theft FROM Vehicle,3,10/1/2018 0:00
LINCOLN PARK,Assault (Non-domestic),2,10/1/2018 0:00
LINCOLN PARK,Break & Enter - Other Premises,1,10/1/2018 0:00
LINCOLN PARK,Theft FROM Vehicle,7,10/1/2018 0:00
LINCOLN PARK,Violence Other (Non-domestic),2,10/1/2018 0:00
LOWER MOUNT ROYAL,Assault (Non-domestic),2,10/1/2018 0:00
LOWER MOUNT ROYAL,Break & Enter - Commercial,1,10/1/2018 0:00
LOWER MOUNT ROYAL,Break & Enter - Dwelling,1,10/1/2018 0:00
LOWER MOUNT ROYAL,Theft FROM Vehicle,11,10/1/2018 0:00
LOWER MOUNT ROYAL,Theft OF Vehicle,5,10/1/2018 0:00
LOWER MOUNT ROYAL,Violence Other (Non-domestic),2,10/1/2018 0:00
MACEWAN GLEN,Assault (Non-domestic),1,10/1/2018 0:00
MACEWAN GLEN,Break & Enter - Other Premises,2,10/1/2018 0:00
MACEWAN GLEN,Theft FROM Vehicle,2,10/1/2018 0:00
MAHOGANY,Break & Enter - Commercial,1,10/1/2018 0:00
MAHOGANY,Break & Enter - Dwelling,1,10/1/2018 0:00
MAHOGANY,Theft FROM Vehicle,1,10/1/2018 0:00
MANCHESTER,Break & Enter - Commercial,2,10/1/2018 0:00
MANCHESTER,Break & Enter - Dwelling,1,10/1/2018 0:00
MANCHESTER,Theft FROM Vehicle,2,10/1/2018 0:00
MANCHESTER,Theft OF Vehicle,5,10/1/2018 0:00
MANCHESTER,Violence Other (Non-domestic),2,10/1/2018 0:00
MANCHESTER INDUSTRIAL,Assault (Non-domestic),6,10/1/2018 0:00
MANCHESTER INDUSTRIAL,Break & Enter - Commercial,13,10/1/2018 0:00
MANCHESTER INDUSTRIAL,Street Robbery,1,10/1/2018 0:00
MANCHESTER INDUSTRIAL,Theft FROM Vehicle,9,10/1/2018 0:00
MANCHESTER INDUSTRIAL,Theft OF Vehicle,7,10/1/2018 0:00
MAPLE RIDGE,Assault (Non-domestic),1,10/1/2018 0:00
MAPLE RIDGE,Break & Enter - Dwelling,2,10/1/2018 0:00
MAPLE RIDGE,Break & Enter - Other Premises,2,10/1/2018 0:00
MAPLE RIDGE,Theft FROM Vehicle,3,10/1/2018 0:00
MARLBOROUGH,Assault (Non-domestic),6,10/1/2018 0:00
MARLBOROUGH,Break & Enter - Commercial,1,10/1/2018 0:00
MARLBOROUGH,Break & Enter - Dwelling,2,10/1/2018 0:00
MARLBOROUGH,Break & Enter - Other Premises,1,10/1/2018 0:00
MARLBOROUGH,Theft FROM Vehicle,16,10/1/2018 0:00
MARLBOROUGH,Theft OF Vehicle,9,10/1/2018 0:00
MARLBOROUGH,Violence Other (Non-domestic),2,10/1/2018 0:00
MARLBOROUGH PARK,Assault (Non-domestic),4,10/1/2018 0:00
MARLBOROUGH PARK,Break & Enter - Commercial,1,10/1/2018 0:00
MARLBOROUGH PARK,Break & Enter - Dwelling,2,10/1/2018 0:00
MARLBOROUGH PARK,Break & Enter - Other Premises,2,10/1/2018 0:00
MARLBOROUGH PARK,Theft FROM Vehicle,6,10/1/2018 0:00
MARLBOROUGH PARK,Theft OF Vehicle,7,10/1/2018 0:00
MARTINDALE,Assault (Non-domestic),3,10/1/2018 0:00
MARTINDALE,Break & Enter - Commercial,1,10/1/2018 0:00
MARTINDALE,Break & Enter - Dwelling,2,10/1/2018 0:00
MARTINDALE,Break & Enter - Other Premises,1,10/1/2018 0:00
MARTINDALE,Street Robbery,3,10/1/2018 0:00
MARTINDALE,Theft FROM Vehicle,7,10/1/2018 0:00
MARTINDALE,Theft OF Vehicle,9,10/1/2018 0:00
MARTINDALE,Violence Other (Non-domestic),2,10/1/2018 0:00
MAYLAND,Break & Enter - Commercial,1,10/1/2018 0:00
MAYLAND HEIGHTS,Assault (Non-domestic),1,10/1/2018 0:00
MAYLAND HEIGHTS,Break & Enter - Dwelling,1,10/1/2018 0:00
MAYLAND HEIGHTS,Break & Enter - Other Premises,1,10/1/2018 0:00
MAYLAND HEIGHTS,Theft FROM Vehicle,13,10/1/2018 0:00
MAYLAND HEIGHTS,Theft OF Vehicle,3,10/1/2018 0:00
MCCALL,Break & Enter - Commercial,2,10/1/2018 0:00
MCCALL,Theft FROM Vehicle,2,10/1/2018 0:00
MCCALL,Theft OF Vehicle,1,10/1/2018 0:00
MCKENZIE LAKE,Assault (Non-domestic),1,10/1/2018 0:00
MCKENZIE LAKE,Break & Enter - Dwelling,1,10/1/2018 0:00
MCKENZIE LAKE,Theft FROM Vehicle,5,10/1/2018 0:00
MCKENZIE TOWNE,Assault (Non-domestic),2,10/1/2018 0:00
MCKENZIE TOWNE,Break & Enter - Commercial,2,10/1/2018 0:00
MCKENZIE TOWNE,Break & Enter - Other Premises,2,10/1/2018 0:00
MCKENZIE TOWNE,Theft FROM Vehicle,8,10/1/2018 0:00
MCKENZIE TOWNE,Theft OF Vehicle,2,10/1/2018 0:00
MCKENZIE TOWNE,Violence Other (Non-domestic),1,10/1/2018 0:00
MEADOWLARK PARK,Assault (Non-domestic),3,10/1/2018 0:00
MEADOWLARK PARK,Break & Enter - Other Premises,2,10/1/2018 0:00
MEADOWLARK PARK,Theft FROM Vehicle,7,10/1/2018 0:00
MEADOWLARK PARK,Theft OF Vehicle,1,10/1/2018 0:00
MERIDIAN,Break & Enter - Commercial,2,10/1/2018 0:00
MERIDIAN,Theft FROM Vehicle,2,10/1/2018 0:00
MERIDIAN,Violence Other (Non-domestic),1,10/1/2018 0:00
MIDNAPORE,Break & Enter - Dwelling,1,10/1/2018 0:00
MIDNAPORE,Theft FROM Vehicle,5,10/1/2018 0:00
MIDNAPORE,Theft OF Vehicle,1,10/1/2018 0:00
MILLRISE,Assault (Non-domestic),1,10/1/2018 0:00
MILLRISE,Break & Enter - Commercial,1,10/1/2018 0:00
MISSION,Assault (Non-domestic),4,10/1/2018 0:00
MISSION,Break & Enter - Commercial,11,10/1/2018 0:00
MISSION,Break & Enter - Dwelling,1,10/1/2018 0:00
MISSION,Break & Enter - Other Premises,1,10/1/2018 0:00
MISSION,Theft FROM Vehicle,5,10/1/2018 0:00
MISSION,Theft OF Vehicle,2,10/1/2018 0:00
MISSION,Violence Other (Non-domestic),1,10/1/2018 0:00
MONTEREY PARK,Assault (Non-domestic),1,10/1/2018 0:00
MONTEREY PARK,Break & Enter - Commercial,1,10/1/2018 0:00
MONTEREY PARK,Break & Enter - Dwelling,1,10/1/2018 0:00
MONTEREY PARK,Street Robbery,1,10/1/2018 0:00
MONTEREY PARK,Theft FROM Vehicle,10,10/1/2018 0:00
MONTEREY PARK,Theft OF Vehicle,6,10/1/2018 0:00
MONTGOMERY,Assault (Non-domestic),3,10/1/2018 0:00
MONTGOMERY,Break & Enter - Commercial,1,10/1/2018 0:00
MONTGOMERY,Break & Enter - Dwelling,1,10/1/2018 0:00
MONTGOMERY,Break & Enter - Other Premises,1,10/1/2018 0:00
MONTGOMERY,Street Robbery,1,10/1/2018 0:00
MONTGOMERY,Theft FROM Vehicle,5,10/1/2018 0:00
MONTGOMERY,Theft OF Vehicle,1,10/1/2018 0:00
MONTGOMERY,Violence Other (Non-domestic),1,10/1/2018 0:00
MOUNT PLEASANT,Break & Enter - Dwelling,1,10/1/2018 0:00
MOUNT PLEASANT,Break & Enter - Other Premises,4,10/1/2018 0:00
MOUNT PLEASANT,Street Robbery,1,10/1/2018 0:00
MOUNT PLEASANT,Theft FROM Vehicle,15,10/1/2018 0:00
MOUNT PLEASANT,Theft OF Vehicle,6,10/1/2018 0:00
NEW BRIGHTON,Assault (Non-domestic),2,10/1/2018 0:00
NEW BRIGHTON,Break & Enter - Commercial,1,10/1/2018 0:00
NEW BRIGHTON,Break & Enter - Dwelling,1,10/1/2018 0:00
NEW BRIGHTON,Theft FROM Vehicle,3,10/1/2018 0:00
NEW BRIGHTON,Theft OF Vehicle,5,10/1/2018 0:00
NEW BRIGHTON,Violence Other (Non-domestic),1,10/1/2018 0:00
NOLAN HILL,Break & Enter - Dwelling,3,10/1/2018 0:00
NOLAN HILL,Break & Enter - Other Premises,1,10/1/2018 0:00
NOLAN HILL,Theft FROM Vehicle,4,10/1/2018 0:00
NOLAN HILL,Violence Other (Non-domestic),1,10/1/2018 0:00
NORTH AIRWAYS,Assault (Non-domestic),2,10/1/2018 0:00
NORTH AIRWAYS,Break & Enter - Commercial,1,10/1/2018 0:00
NORTH AIRWAYS,Theft FROM Vehicle,2,10/1/2018 0:00
NORTH GLENMORE PARK,Break & Enter - Commercial,1,10/1/2018 0:00
NORTH GLENMORE PARK,Break & Enter - Other Premises,2,10/1/2018 0:00
NORTH GLENMORE PARK,Theft FROM Vehicle,4,10/1/2018 0:00
NORTH GLENMORE PARK,Violence Other (Non-domestic),1,10/1/2018 0:00
NORTH HAVEN,Break & Enter - Dwelling,1,10/1/2018 0:00
NORTH HAVEN,Theft FROM Vehicle,4,10/1/2018 0:00
NOSE HILL PARK,Theft FROM Vehicle,2,10/1/2018 0:00
NOSE HILL PARK,Violence Other (Non-domestic),1,10/1/2018 0:00
OAKRIDGE,Break & Enter - Dwelling,3,10/1/2018 0:00
OAKRIDGE,Break & Enter - Other Premises,1,10/1/2018 0:00
OAKRIDGE,Commercial Robbery,1,10/1/2018 0:00
OAKRIDGE,Theft FROM Vehicle,6,10/1/2018 0:00
OGDEN,Assault (Non-domestic),2,10/1/2018 0:00
OGDEN,Break & Enter - Dwelling,1,10/1/2018 0:00
OGDEN,Break & Enter - Other Premises,3,10/1/2018 0:00
OGDEN,Theft FROM Vehicle,6,10/1/2018 0:00
OGDEN,Theft OF Vehicle,5,10/1/2018 0:00
OGDEN,Violence Other (Non-domestic),1,10/1/2018 0:00
PALLISER,Break & Enter - Dwelling,1,10/1/2018 0:00
PALLISER,Break & Enter - Other Premises,1,10/1/2018 0:00
PALLISER,Theft FROM Vehicle,8,10/1/2018 0:00
PANORAMA HILLS,Assault (Non-domestic),4,10/1/2018 0:00
PANORAMA HILLS,Break & Enter - Commercial,7,10/1/2018 0:00
PANORAMA HILLS,Break & Enter - Dwelling,5,10/1/2018 0:00
PANORAMA HILLS,Break & Enter - Other Premises,1,10/1/2018 0:00
PANORAMA HILLS,Theft FROM Vehicle,11,10/1/2018 0:00
PANORAMA HILLS,Theft OF Vehicle,3,10/1/2018 0:00
PANORAMA HILLS,Violence Other (Non-domestic),1,10/1/2018 0:00
PARKDALE,Assault (Non-domestic),3,10/1/2018 0:00
PARKDALE,Break & Enter - Commercial,1,10/1/2018 0:00
PARKDALE,Break & Enter - Other Premises,5,10/1/2018 0:00
PARKDALE,Theft FROM Vehicle,1,10/1/2018 0:00
PARKHILL,Break & Enter - Commercial,2,10/1/2018 0:00
PARKHILL,Theft FROM Vehicle,1,10/1/2018 0:00
PARKHILL,Theft OF Vehicle,1,10/1/2018 0:00
PARKHILL,Violence Other (Non-domestic),1,10/1/2018 0:00
PARKLAND,Break & Enter - Dwelling,1,10/1/2018 0:00
PARKLAND,Theft FROM Vehicle,7,10/1/2018 0:00
PARKLAND,Violence Other (Non-domestic),1,10/1/2018 0:00
PATTERSON,Break & Enter - Commercial,10,10/1/2018 0:00
PEGASUS,Break & Enter - Commercial,1,10/1/2018 0:00
PEGASUS,Theft FROM Vehicle,1,10/1/2018 0:00
PEGASUS,Theft OF Vehicle,1,10/1/2018 0:00
PENBROOKE MEADOWS,Assault (Non-domestic),6,10/1/2018 0:00
PENBROOKE MEADOWS,Break & Enter - Commercial,1,10/1/2018 0:00
PENBROOKE MEADOWS,Break & Enter - Dwelling,1,10/1/2018 0:00
PENBROOKE MEADOWS,Break & Enter - Other Premises,2,10/1/2018 0:00
PENBROOKE MEADOWS,Theft FROM Vehicle,8,10/1/2018 0:00
PENBROOKE MEADOWS,Theft OF Vehicle,10,10/1/2018 0:00
PENBROOKE MEADOWS,Violence Other (Non-domestic),3,10/1/2018 0:00
PINERIDGE,Assault (Non-domestic),1,10/1/2018 0:00
PINERIDGE,Break & Enter - Commercial,1,10/1/2018 0:00
PINERIDGE,Break & Enter - Dwelling,2,10/1/2018 0:00
PINERIDGE,Street Robbery,3,10/1/2018 0:00
PINERIDGE,Theft FROM Vehicle,8,10/1/2018 0:00
PINERIDGE,Theft OF Vehicle,6,10/1/2018 0:00
POINT MCKAY,Break & Enter - Commercial,1,10/1/2018 0:00
POINT MCKAY,Break & Enter - Dwelling,2,10/1/2018 0:00
POINT MCKAY,Theft FROM Vehicle,2,10/1/2018 0:00
PUMP HILL,Break & Enter - Other Premises,1,10/1/2018 0:00
PUMP HILL,Theft OF Vehicle,1,10/1/2018 0:00
QUEENS PARK VILLAGE,Theft FROM Vehicle,2,10/1/2018 0:00
QUEENS PARK VILLAGE,Theft OF Vehicle,1,10/1/2018 0:00
QUEENSLAND,Assault (Non-domestic),2,10/1/2018 0:00
QUEENSLAND,Break & Enter - Other Premises,1,10/1/2018 0:00
QUEENSLAND,Theft FROM Vehicle,2,10/1/2018 0:00
QUEENSLAND,Theft OF Vehicle,2,10/1/2018 0:00
RAMSAY,Break & Enter - Commercial,1,10/1/2018 0:00
RAMSAY,Break & Enter - Other Premises,2,10/1/2018 0:00
RAMSAY,Theft FROM Vehicle,4,10/1/2018 0:00
RAMSAY,Theft OF Vehicle,3,10/1/2018 0:00
RANCHLANDS,Assault (Non-domestic),2,10/1/2018 0:00
RANCHLANDS,Break & Enter - Other Premises,2,10/1/2018 0:00
RANCHLANDS,Theft FROM Vehicle,7,10/1/2018 0:00
RANCHLANDS,Theft OF Vehicle,4,10/1/2018 0:00
RANCHLANDS,Violence Other (Non-domestic),1,10/1/2018 0:00
RED CARPET,Assault (Non-domestic),1,10/1/2018 0:00
RED CARPET,Commercial Robbery,1,10/1/2018 0:00
RED CARPET,Street Robbery,1,10/1/2018 0:00
RED CARPET,Theft FROM Vehicle,1,10/1/2018 0:00
RED CARPET,Violence Other (Non-domestic),1,10/1/2018 0:00
REDSTONE,Break & Enter - Commercial,1,10/1/2018 0:00
REDSTONE,Theft FROM Vehicle,1,10/1/2018 0:00
REDSTONE,Theft OF Vehicle,1,10/1/2018 0:00
RENFREW,Assault (Non-domestic),1,10/1/2018 0:00
RENFREW,Break & Enter - Commercial,15,10/1/2018 0:00
RENFREW,Break & Enter - Dwelling,1,10/1/2018 0:00
RENFREW,Break & Enter - Other Premises,4,10/1/2018 0:00
RENFREW,Theft FROM Vehicle,12,10/1/2018 0:00
RENFREW,Theft OF Vehicle,7,10/1/2018 0:00
RICHMOND,Break & Enter - Commercial,1,10/1/2018 0:00
RICHMOND,Break & Enter - Dwelling,1,10/1/2018 0:00
RICHMOND,Break & Enter - Other Premises,3,10/1/2018 0:00
RICHMOND,Theft FROM Vehicle,9,10/1/2018 0:00
RICHMOND,Theft OF Vehicle,2,10/1/2018 0:00
RIVERBEND,Break & Enter - Commercial,1,10/1/2018 0:00
RIVERBEND,Break & Enter - Dwelling,4,10/1/2018 0:00
RIVERBEND,Break & Enter - Other Premises,2,10/1/2018 0:00
RIVERBEND,Theft FROM Vehicle,4,10/1/2018 0:00
RIVERBEND,Theft OF Vehicle,5,10/1/2018 0:00
RIVERBEND,Violence Other (Non-domestic),1,10/1/2018 0:00
ROCKY RIDGE,Break & Enter - Commercial,2,10/1/2018 0:00
ROCKY RIDGE,Break & Enter - Dwelling,9,10/1/2018 0:00
ROCKY RIDGE,Theft FROM Vehicle,1,10/1/2018 0:00
ROCKY RIDGE,Theft OF Vehicle,2,10/1/2018 0:00
ROSEDALE,Assault (Non-domestic),1,10/1/2018 0:00
ROSEDALE,Break & Enter - Dwelling,1,10/1/2018 0:00
ROSEDALE,Break & Enter - Other Premises,2,10/1/2018 0:00
ROSEDALE,Theft FROM Vehicle,2,10/1/2018 0:00
ROSEMONT,Commercial Robbery,1,10/1/2018 0:00
ROSEMONT,Theft FROM Vehicle,4,10/1/2018 0:00
ROSSCARROCK,Assault (Non-domestic),5,10/1/2018 0:00
ROSSCARROCK,Break & Enter - Commercial,2,10/1/2018 0:00
ROSSCARROCK,Theft FROM Vehicle,3,10/1/2018 0:00
ROSSCARROCK,Theft OF Vehicle,1,10/1/2018 0:00
ROSSCARROCK,Violence Other (Non-domestic),2,10/1/2018 0:00
ROXBORO,Theft FROM Vehicle,1,10/1/2018 0:00
ROYAL OAK,Break & Enter - Commercial,1,10/1/2018 0:00
ROYAL OAK,Break & Enter - Dwelling,8,10/1/2018 0:00
ROYAL OAK,Break & Enter - Other Premises,2,10/1/2018 0:00
ROYAL OAK,Theft FROM Vehicle,7,10/1/2018 0:00
ROYAL OAK,Violence Other (Non-domestic),1,10/1/2018 0:00
ROYAL VISTA,Theft FROM Vehicle,1,10/1/2018 0:00
ROYAL VISTA,Theft OF Vehicle,3,10/1/2018 0:00
RUNDLE,Assault (Non-domestic),5,10/1/2018 0:00
RUNDLE,Break & Enter - Commercial,4,10/1/2018 0:00
RUNDLE,Break & Enter - Dwelling,4,10/1/2018 0:00
RUNDLE,Break & Enter - Other Premises,2,10/1/2018 0:00
RUNDLE,Street Robbery,1,10/1/2018 0:00
RUNDLE,Theft FROM Vehicle,8,10/1/2018 0:00
RUNDLE,Theft OF Vehicle,5,10/1/2018 0:00
RUNDLE,Violence Other (Non-domestic),1,10/1/2018 0:00
RUTLAND PARK,Assault (Non-domestic),1,10/1/2018 0:00
RUTLAND PARK,Break & Enter - Other Premises,2,10/1/2018 0:00
RUTLAND PARK,Theft FROM Vehicle,2,10/1/2018 0:00
RUTLAND PARK,Theft OF Vehicle,1,10/1/2018 0:00
SADDLE RIDGE,Assault (Non-domestic),6,10/1/2018 0:00
SADDLE RIDGE,Break & Enter - Commercial,1,10/1/2018 0:00
SADDLE RIDGE,Break & Enter - Dwelling,3,10/1/2018 0:00
SADDLE RIDGE,Break & Enter - Other Premises,2,10/1/2018 0:00
SADDLE RIDGE,Theft FROM Vehicle,16,10/1/2018 0:00
SADDLE RIDGE,Theft OF Vehicle,8,10/1/2018 0:00
SADDLE RIDGE,Violence Other (Non-domestic),2,10/1/2018 0:00
SADDLE RIDGE INDUSTRIAL,Theft FROM Vehicle,2,10/1/2018 0:00
SADDLE RIDGE INDUSTRIAL,Theft OF Vehicle,1,10/1/2018 0:00
SAGE HILL,Break & Enter - Commercial,4,10/1/2018 0:00
SAGE HILL,Break & Enter - Dwelling,5,10/1/2018 0:00
SAGE HILL,Break & Enter - Other Premises,3,10/1/2018 0:00
SAGE HILL,Theft FROM Vehicle,3,10/1/2018 0:00
SAGE HILL,Theft OF Vehicle,1,10/1/2018 0:00
SAGE HILL,Violence Other (Non-domestic),2,10/1/2018 0:00
SANDSTONE VALLEY,Break & Enter - Commercial,2,10/1/2018 0:00
SANDSTONE VALLEY,Break & Enter - Dwelling,4,10/1/2018 0:00
SANDSTONE VALLEY,Break & Enter - Other Premises,1,10/1/2018 0:00
SANDSTONE VALLEY,Theft FROM Vehicle,1,10/1/2018 0:00
SANDSTONE VALLEY,Theft OF Vehicle,1,10/1/2018 0:00
SANDSTONE VALLEY,Violence Other (Non-domestic),1,10/1/2018 0:00
SCARBORO,Assault (Non-domestic),1,10/1/2018 0:00
SCARBORO,Break & Enter - Commercial,2,10/1/2018 0:00
SCARBORO,Break & Enter - Other Premises,1,10/1/2018 0:00
SCARBORO,Theft FROM Vehicle,4,10/1/2018 0:00
SCARBORO/ SUNALTA WEST,Break & Enter - Other Premises,1,10/1/2018 0:00
SCARBORO/ SUNALTA WEST,Theft FROM Vehicle,2,10/1/2018 0:00
SCENIC ACRES,Break & Enter - Dwelling,1,10/1/2018 0:00
SCENIC ACRES,Street Robbery,1,10/1/2018 0:00
SCENIC ACRES,Theft FROM Vehicle,5,10/1/2018 0:00
SCENIC ACRES,Theft OF Vehicle,1,10/1/2018 0:00
SECTION 23,Break & Enter - Commercial,1,10/1/2018 0:00
SETON,Assault (Non-domestic),2,10/1/2018 0:00
SETON,Violence Other (Non-domestic),1,10/1/2018 0:00
SHAGANAPPI,Assault (Non-domestic),2,10/1/2018 0:00
SHAGANAPPI,Break & Enter - Commercial,2,10/1/2018 0:00
SHAGANAPPI,Break & Enter - Other Premises,1,10/1/2018 0:00
SHAGANAPPI,Theft FROM Vehicle,3,10/1/2018 0:00
SHAGANAPPI,Violence Other (Non-domestic),1,10/1/2018 0:00
SHAWNEE SLOPES,Break & Enter - Dwelling,1,10/1/2018 0:00
SHAWNESSY,Assault (Non-domestic),2,10/1/2018 0:00
SHAWNESSY,Break & Enter - Other Premises,1,10/1/2018 0:00
SHAWNESSY,Theft FROM Vehicle,12,10/1/2018 0:00
SHAWNESSY,Theft OF Vehicle,4,10/1/2018 0:00
SHEPARD INDUSTRIAL,Theft FROM Vehicle,3,10/1/2018 0:00
SHEPARD INDUSTRIAL,Theft OF Vehicle,1,10/1/2018 0:00
SHERWOOD,Assault (Non-domestic),1,10/1/2018 0:00
SHERWOOD,Break & Enter - Dwelling,1,10/1/2018 0:00
SHERWOOD,Theft FROM Vehicle,4,10/1/2018 0:00
SHERWOOD,Violence Other (Non-domestic),1,10/1/2018 0:00
SIGNAL HILL,Assault (Non-domestic),7,10/1/2018 0:00
SIGNAL HILL,Break & Enter - Commercial,1,10/1/2018 0:00
SIGNAL HILL,Break & Enter - Dwelling,7,10/1/2018 0:00
SIGNAL HILL,Theft FROM Vehicle,7,10/1/2018 0:00
SIGNAL HILL,Theft OF Vehicle,2,10/1/2018 0:00
SIGNAL HILL,Violence Other (Non-domestic),3,10/1/2018 0:00
SILVER SPRINGS,Break & Enter - Dwelling,3,10/1/2018 0:00
SILVER SPRINGS,Break & Enter - Other Premises,5,10/1/2018 0:00
SILVER SPRINGS,Theft FROM Vehicle,7,10/1/2018 0:00
SILVER SPRINGS,Theft OF Vehicle,6,10/1/2018 0:00
SILVER SPRINGS,Violence Other (Non-domestic),1,10/1/2018 0:00
SILVERADO,Break & Enter - Commercial,1,10/1/2018 0:00
SILVERADO,Theft FROM Vehicle,4,10/1/2018 0:00
SKYLINE EAST,Theft FROM Vehicle,1,10/1/2018 0:00
SKYLINE EAST,Violence Other (Non-domestic),2,10/1/2018 0:00
SKYLINE WEST,Assault (Non-domestic),1,10/1/2018 0:00
SKYVIEW RANCH,Assault (Non-domestic),1,10/1/2018 0:00
SKYVIEW RANCH,Break & Enter - Commercial,3,10/1/2018 0:00
SKYVIEW RANCH,Break & Enter - Dwelling,1,10/1/2018 0:00
SKYVIEW RANCH,Break & Enter - Other Premises,1,10/1/2018 0:00
SKYVIEW RANCH,Theft FROM Vehicle,10,10/1/2018 0:00
SKYVIEW RANCH,Theft OF Vehicle,5,10/1/2018 0:00
SOMERSET,Break & Enter - Commercial,2,10/1/2018 0:00
SOMERSET,Break & Enter - Dwelling,4,10/1/2018 0:00
SOMERSET,Break & Enter - Other Premises,2,10/1/2018 0:00
SOMERSET,Theft FROM Vehicle,6,10/1/2018 0:00
SOUTH AIRWAYS,Break & Enter - Commercial,3,10/1/2018 0:00
SOUTH AIRWAYS,Break & Enter - Other Premises,1,10/1/2018 0:00
SOUTH AIRWAYS,Theft FROM Vehicle,3,10/1/2018 0:00
SOUTH CALGARY,Assault (Non-domestic),1,10/1/2018 0:00
SOUTH CALGARY,Break & Enter - Commercial,2,10/1/2018 0:00
SOUTH CALGARY,Break & Enter - Other Premises,1,10/1/2018 0:00
SOUTH CALGARY,Theft FROM Vehicle,10,10/1/2018 0:00
SOUTH CALGARY,Violence Other (Non-domestic),1,10/1/2018 0:00
SOUTH FOOTHILLS,Break & Enter - Commercial,2,10/1/2018 0:00
SOUTH FOOTHILLS,Theft FROM Vehicle,1,10/1/2018 0:00
SOUTHVIEW,Assault (Non-domestic),2,10/1/2018 0:00
SOUTHVIEW,Break & Enter - Dwelling,1,10/1/2018 0:00
SOUTHVIEW,Break & Enter - Other Premises,3,10/1/2018 0:00
SOUTHVIEW,Street Robbery,1,10/1/2018 0:00
SOUTHVIEW,Theft FROM Vehicle,2,10/1/2018 0:00
SOUTHVIEW,Theft OF Vehicle,2,10/1/2018 0:00
SOUTHWOOD,Assault (Non-domestic),1,10/1/2018 0:00
SOUTHWOOD,Break & Enter - Commercial,2,10/1/2018 0:00
SOUTHWOOD,Break & Enter - Dwelling,2,10/1/2018 0:00
SOUTHWOOD,Break & Enter - Other Premises,2,10/1/2018 0:00
SOUTHWOOD,Theft FROM Vehicle,13,10/1/2018 0:00
SOUTHWOOD,Theft OF Vehicle,4,10/1/2018 0:00
SPRINGBANK HILL,Break & Enter - Commercial,2,10/1/2018 0:00
SPRINGBANK HILL,Break & Enter - Dwelling,5,10/1/2018 0:00
SPRINGBANK HILL,Break & Enter - Other Premises,1,10/1/2018 0:00
SPRINGBANK HILL,Theft FROM Vehicle,3,10/1/2018 0:00
SPRINGBANK HILL,Theft OF Vehicle,2,10/1/2018 0:00
SPRINGBANK HILL,Violence Other (Non-domestic),1,10/1/2018 0:00
SPRUCE CLIFF,Assault (Non-domestic),1,10/1/2018 0:00
SPRUCE CLIFF,Break & Enter - Commercial,2,10/1/2018 0:00
SPRUCE CLIFF,Theft FROM Vehicle,2,10/1/2018 0:00
SPRUCE CLIFF,Violence Other (Non-domestic),1,10/1/2018 0:00
ST. ANDREWS HEIGHTS,Assault (Non-domestic),2,10/1/2018 0:00
ST. ANDREWS HEIGHTS,Theft FROM Vehicle,2,10/1/2018 0:00
ST. ANDREWS HEIGHTS,Violence Other (Non-domestic),1,10/1/2018 0:00
STARFIELD,Theft FROM Vehicle,1,10/1/2018 0:00
STARFIELD,Theft OF Vehicle,1,10/1/2018 0:00
STONEGATE LANDING,Theft OF Vehicle,1,10/1/2018 0:00
STONEY 1,Break & Enter - Commercial,1,10/1/2018 0:00
STONEY 2,Assault (Non-domestic),1,10/1/2018 0:00
STONEY 2,Theft FROM Vehicle,4,10/1/2018 0:00
STONEY 3,Theft FROM Vehicle,1,10/1/2018 0:00
STONEY 4,Break & Enter - Commercial,6,10/1/2018 0:00
STRATHCONA PARK,Break & Enter - Commercial,1,10/1/2018 0:00
