Community Name,Category,Crime Count,Date
MOUNT PLEASANT,Break & Enter - Dwelling,2,2/1/2017 0:00
MOUNT PLEASANT,Break & Enter - Other Premises,1,2/1/2017 0:00
MOUNT PLEASANT,Theft FROM Vehicle,5,2/1/2017 0:00
MOUNT PLEASANT,Theft OF Vehicle,5,2/1/2017 0:00
MOUNT PLEASANT,Violence Other (Non-domestic),1,2/1/2017 0:00
NOLAN HILL,Break & Enter - Commercial,1,2/1/2017 0:00
NOLAN HILL,Break & Enter - Other Premises,2,2/1/2017 0:00
NOLAN HILL,Theft FROM Vehicle,2,2/1/2017 0:00
NOLAN HILL,Theft OF Vehicle,1,2/1/2017 0:00
NORTH AIRWAYS,Theft FROM Vehicle,1,2/1/2017 0:00
NORTH AIRWAYS,Theft OF Vehicle,1,2/1/2017 0:00
NORTH GLENMORE PARK,Theft OF Vehicle,1,2/1/2017 0:00
NORTH HAVEN,Break & Enter - Commercial,1,2/1/2017 0:00
NORTH HAVEN,Break & Enter - Other Premises,1,2/1/2017 0:00
NORTH HAVEN,Theft FROM Vehicle,1,2/1/2017 0:00
NORTH HAVEN,Theft OF Vehicle,1,2/1/2017 0:00
NORTH HAVEN UPPER,Theft FROM Vehicle,1,2/1/2017 0:00
NOSE HILL PARK,Theft FROM Vehicle,3,2/1/2017 0:00
OAKRIDGE,Break & Enter - Dwelling,2,2/1/2017 0:00
OAKRIDGE,Theft FROM Vehicle,2,2/1/2017 0:00
OGDEN,Assault (Non-domestic),2,2/1/2017 0:00
OGDEN,Break & Enter - Commercial,1,2/1/2017 0:00
OGDEN,Break & Enter - Other Premises,1,2/1/2017 0:00
OGDEN,Theft FROM Vehicle,2,2/1/2017 0:00
OGDEN,Theft OF Vehicle,3,2/1/2017 0:00
OGDEN,Violence Other (Non-domestic),1,2/1/2017 0:00
OGDEN SHOPS,Theft OF Vehicle,1,2/1/2017 0:00
PALLISER,Break & Enter - Commercial,1,2/1/2017 0:00
PALLISER,Theft OF Vehicle,2,2/1/2017 0:00
PANORAMA HILLS,Assault (Non-domestic),1,2/1/2017 0:00
PANORAMA HILLS,Break & Enter - Commercial,1,2/1/2017 0:00
PANORAMA HILLS,Break & Enter - Dwelling,1,2/1/2017 0:00
PANORAMA HILLS,Break & Enter - Other Premises,2,2/1/2017 0:00
PANORAMA HILLS,Theft FROM Vehicle,3,2/1/2017 0:00
PANORAMA HILLS,Theft OF Vehicle,4,2/1/2017 0:00
PANORAMA HILLS,Violence Other (Non-domestic),3,2/1/2017 0:00
PARKDALE,Assault (Non-domestic),1,2/1/2017 0:00
PARKDALE,Break & Enter - Commercial,1,2/1/2017 0:00
PARKDALE,Break & Enter - Other Premises,1,2/1/2017 0:00
PARKDALE,Theft FROM Vehicle,1,2/1/2017 0:00
PARKHILL,Theft FROM Vehicle,2,2/1/2017 0:00
PARKHILL,Theft OF Vehicle,2,2/1/2017 0:00
PARKLAND,Theft FROM Vehicle,1,2/1/2017 0:00
PATTERSON,Break & Enter - Dwelling,3,2/1/2017 0:00
PATTERSON,Commercial Robbery,1,2/1/2017 0:00
PATTERSON,Theft FROM Vehicle,5,2/1/2017 0:00
PEGASUS,Theft OF Vehicle,1,2/1/2017 0:00
PENBROOKE MEADOWS,Assault (Non-domestic),2,2/1/2017 0:00
PENBROOKE MEADOWS,Break & Enter - Commercial,1,2/1/2017 0:00
PENBROOKE MEADOWS,Break & Enter - Dwelling,1,2/1/2017 0:00
PENBROOKE MEADOWS,Break & Enter - Other Premises,1,2/1/2017 0:00
PENBROOKE MEADOWS,Theft FROM Vehicle,8,2/1/2017 0:00
PENBROOKE MEADOWS,Theft OF Vehicle,4,2/1/2017 0:00
PENBROOKE MEADOWS,Violence Other (Non-domestic),3,2/1/2017 0:00
PINERIDGE,Assault (Non-domestic),2,2/1/2017 0:00
PINERIDGE,Break & Enter - Commercial,1,2/1/2017 0:00
PINERIDGE,Break & Enter - Dwelling,1,2/1/2017 0:00
PINERIDGE,Break & Enter - Other Premises,1,2/1/2017 0:00
PINERIDGE,Street Robbery,1,2/1/2017 0:00
PINERIDGE,Theft FROM Vehicle,11,2/1/2017 0:00
PINERIDGE,Theft OF Vehicle,4,2/1/2017 0:00
PUMP HILL,Break & Enter - Dwelling,1,2/1/2017 0:00
PUMP HILL,Theft FROM Vehicle,2,2/1/2017 0:00
QUEENS PARK VILLAGE,Theft OF Vehicle,1,2/1/2017 0:00
QUEENSLAND,Break & Enter - Commercial,1,2/1/2017 0:00
QUEENSLAND,Theft FROM Vehicle,1,2/1/2017 0:00
QUEENSLAND,Theft OF Vehicle,6,2/1/2017 0:00
RAMSAY,Break & Enter - Dwelling,1,2/1/2017 0:00
RANCHLANDS,Theft FROM Vehicle,1,2/1/2017 0:00
RANCHLANDS,Theft OF Vehicle,1,2/1/2017 0:00
RANCHLANDS,Violence Other (Non-domestic),1,2/1/2017 0:00
RED CARPET,Commercial Robbery,1,2/1/2017 0:00
RED CARPET,Theft FROM Vehicle,3,2/1/2017 0:00
REDSTONE,Assault (Non-domestic),1,2/1/2017 0:00
REDSTONE,Break & Enter - Commercial,1,2/1/2017 0:00
REDSTONE,Theft FROM Vehicle,2,2/1/2017 0:00
REDSTONE,Theft OF Vehicle,1,2/1/2017 0:00
RENFREW,Break & Enter - Commercial,1,2/1/2017 0:00
RENFREW,Break & Enter - Other Premises,2,2/1/2017 0:00
RENFREW,Theft FROM Vehicle,9,2/1/2017 0:00
RENFREW,Theft OF Vehicle,8,2/1/2017 0:00
RICHMOND,Theft FROM Vehicle,2,2/1/2017 0:00
RICHMOND,Theft OF Vehicle,1,2/1/2017 0:00
RICHMOND,Violence Other (Non-domestic),1,2/1/2017 0:00
RIDEAU PARK,Break & Enter - Commercial,1,2/1/2017 0:00
RIDEAU PARK,Break & Enter - Dwelling,1,2/1/2017 0:00
RIDEAU PARK,Theft FROM Vehicle,1,2/1/2017 0:00
RIDEAU PARK,Theft OF Vehicle,1,2/1/2017 0:00
RIVERBEND,Assault (Non-domestic),2,2/1/2017 0:00
RIVERBEND,Theft OF Vehicle,2,2/1/2017 0:00
ROCKY RIDGE,Break & Enter - Dwelling,1,2/1/2017 0:00
ROCKY RIDGE,Theft FROM Vehicle,4,2/1/2017 0:00
ROCKY RIDGE,Theft OF Vehicle,1,2/1/2017 0:00
ROSEDALE,Break & Enter - Dwelling,2,2/1/2017 0:00
ROSEDALE,Theft FROM Vehicle,1,2/1/2017 0:00
ROSEDALE,Theft OF Vehicle,1,2/1/2017 0:00
ROSEDALE,Violence Other (Non-domestic),1,2/1/2017 0:00
ROSEMONT,Theft FROM Vehicle,1,2/1/2017 0:00
ROSSCARROCK,Assault (Non-domestic),6,2/1/2017 0:00
ROSSCARROCK,Theft FROM Vehicle,7,2/1/2017 0:00
ROSSCARROCK,Theft OF Vehicle,2,2/1/2017 0:00
ROXBORO,Theft FROM Vehicle,1,2/1/2017 0:00
ROYAL OAK,Assault (Non-domestic),3,2/1/2017 0:00
ROYAL OAK,Break & Enter - Commercial,1,2/1/2017 0:00
ROYAL OAK,Break & Enter - Dwelling,5,2/1/2017 0:00
ROYAL OAK,Theft FROM Vehicle,4,2/1/2017 0:00
ROYAL OAK,Theft OF Vehicle,2,2/1/2017 0:00
ROYAL VISTA,Commercial Robbery,1,2/1/2017 0:00
ROYAL VISTA,Theft FROM Vehicle,1,2/1/2017 0:00
ROYAL VISTA,Violence Other (Non-domestic),1,2/1/2017 0:00
RUNDLE,Assault (Non-domestic),1,2/1/2017 0:00
RUNDLE,Break & Enter - Commercial,1,2/1/2017 0:00
RUNDLE,Break & Enter - Other Premises,2,2/1/2017 0:00
RUNDLE,Theft FROM Vehicle,5,2/1/2017 0:00
RUNDLE,Theft OF Vehicle,1,2/1/2017 0:00
RUNDLE,Violence Other (Non-domestic),1,2/1/2017 0:00
RUTLAND PARK,Commercial Robbery,1,2/1/2017 0:00
RUTLAND PARK,Theft FROM Vehicle,1,2/1/2017 0:00
RUTLAND PARK,Theft OF Vehicle,2,2/1/2017 0:00
RUTLAND PARK,Violence Other (Non-domestic),2,2/1/2017 0:00
SADDLE RIDGE,Assault (Non-domestic),2,2/1/2017 0:00
SADDLE RIDGE,Break & Enter - Commercial,2,2/1/2017 0:00
SADDLE RIDGE,Break & Enter - Dwelling,2,2/1/2017 0:00
SADDLE RIDGE,Street Robbery,1,2/1/2017 0:00
SADDLE RIDGE,Theft FROM Vehicle,4,2/1/2017 0:00
SADDLE RIDGE,Theft OF Vehicle,5,2/1/2017 0:00
SADDLE RIDGE,Violence Other (Non-domestic),5,2/1/2017 0:00
SADDLE RIDGE INDUSTRIAL,Theft OF Vehicle,1,2/1/2017 0:00
SAGE HILL,Break & Enter - Commercial,2,2/1/2017 0:00
SAGE HILL,Theft FROM Vehicle,4,2/1/2017 0:00
SANDSTONE VALLEY,Break & Enter - Dwelling,1,2/1/2017 0:00
SANDSTONE VALLEY,Theft FROM Vehicle,1,2/1/2017 0:00
SANDSTONE VALLEY,Theft OF Vehicle,1,2/1/2017 0:00
SCARBORO,Theft FROM Vehicle,1,2/1/2017 0:00
SCARBORO/ SUNALTA WEST,Break & Enter - Other Premises,1,2/1/2017 0:00
SCENIC ACRES,Assault (Non-domestic),1,2/1/2017 0:00
SCENIC ACRES,Break & Enter - Dwelling,1,2/1/2017 0:00
SCENIC ACRES,Theft FROM Vehicle,10,2/1/2017 0:00
SHAGANAPPI,Break & Enter - Commercial,1,2/1/2017 0:00
SHAGANAPPI,Break & Enter - Other Premises,2,2/1/2017 0:00
SHAGANAPPI,Theft FROM Vehicle,2,2/1/2017 0:00
SHAGANAPPI,Theft OF Vehicle,1,2/1/2017 0:00
SHAWNEE SLOPES,Break & Enter - Commercial,1,2/1/2017 0:00
SHAWNEE SLOPES,Theft FROM Vehicle,4,2/1/2017 0:00
SHAWNESSY,Assault (Non-domestic),1,2/1/2017 0:00
SHAWNESSY,Break & Enter - Commercial,1,2/1/2017 0:00
SHAWNESSY,Theft FROM Vehicle,3,2/1/2017 0:00
SHAWNESSY,Theft OF Vehicle,3,2/1/2017 0:00
SHAWNESSY,Violence Other (Non-domestic),1,2/1/2017 0:00
SHEPARD INDUSTRIAL,Assault (Non-domestic),1,2/1/2017 0:00
SHEPARD INDUSTRIAL,Theft FROM Vehicle,2,2/1/2017 0:00
SHEPARD INDUSTRIAL,Theft OF Vehicle,3,2/1/2017 0:00
SHERWOOD,Assault (Non-domestic),1,2/1/2017 0:00
SHERWOOD,Break & Enter - Commercial,1,2/1/2017 0:00
SHERWOOD,Break & Enter - Dwelling,2,2/1/2017 0:00
SHERWOOD,Theft FROM Vehicle,6,2/1/2017 0:00
SHERWOOD,Theft OF Vehicle,3,2/1/2017 0:00
SIGNAL HILL,Assault (Non-domestic),1,2/1/2017 0:00
SIGNAL HILL,Break & Enter - Commercial,1,2/1/2017 0:00
SIGNAL HILL,Break & Enter - Dwelling,6,2/1/2017 0:00
SIGNAL HILL,Commercial Robbery,1,2/1/2017 0:00
SIGNAL HILL,Street Robbery,1,2/1/2017 0:00
SIGNAL HILL,Theft FROM Vehicle,2,2/1/2017 0:00
SIGNAL HILL,Violence Other (Non-domestic),1,2/1/2017 0:00
SILVER SPRINGS,Assault (Non-domestic),1,2/1/2017 0:00
SILVER SPRINGS,Break & Enter - Dwelling,1,2/1/2017 0:00
SILVER SPRINGS,Theft OF Vehicle,1,2/1/2017 0:00
SILVER SPRINGS,Violence Other (Non-domestic),1,2/1/2017 0:00
SILVERADO,Break & Enter - Dwelling,1,2/1/2017 0:00
SILVERADO,Theft OF Vehicle,1,2/1/2017 0:00
SKYLINE EAST,Theft FROM Vehicle,2,2/1/2017 0:00
SKYLINE WEST,Break & Enter - Commercial,2,2/1/2017 0:00
SKYLINE WEST,Theft FROM Vehicle,3,2/1/2017 0:00
SKYVIEW RANCH,Assault (Non-domestic),1,2/1/2017 0:00
SKYVIEW RANCH,Break & Enter - Commercial,1,2/1/2017 0:00
SKYVIEW RANCH,Break & Enter - Dwelling,1,2/1/2017 0:00
SKYVIEW RANCH,Theft FROM Vehicle,1,2/1/2017 0:00
SKYVIEW RANCH,Theft OF Vehicle,2,2/1/2017 0:00
SOMERSET,Theft FROM Vehicle,5,2/1/2017 0:00
SOUTH AIRWAYS,Assault (Non-domestic),1,2/1/2017 0:00
SOUTH AIRWAYS,Break & Enter - Commercial,1,2/1/2017 0:00
SOUTH AIRWAYS,Theft FROM Vehicle,7,2/1/2017 0:00
SOUTH AIRWAYS,Theft OF Vehicle,5,2/1/2017 0:00
SOUTH CALGARY,Break & Enter - Commercial,3,2/1/2017 0:00
SOUTH CALGARY,Break & Enter - Dwelling,2,2/1/2017 0:00
SOUTH CALGARY,Break & Enter - Other Premises,1,2/1/2017 0:00
SOUTH CALGARY,Commercial Robbery,1,2/1/2017 0:00
SOUTH CALGARY,Theft FROM Vehicle,3,2/1/2017 0:00
SOUTH CALGARY,Theft OF Vehicle,1,2/1/2017 0:00
SOUTH FOOTHILLS,Break & Enter - Commercial,2,2/1/2017 0:00
SOUTHVIEW,Assault (Non-domestic),2,2/1/2017 0:00
SOUTHVIEW,Theft FROM Vehicle,3,2/1/2017 0:00
SOUTHVIEW,Theft OF Vehicle,3,2/1/2017 0:00
SOUTHVIEW,Violence Other (Non-domestic),1,2/1/2017 0:00
SOUTHWOOD,Assault (Non-domestic),2,2/1/2017 0:00
SOUTHWOOD,Break & Enter - Commercial,1,2/1/2017 0:00
SOUTHWOOD,Theft FROM Vehicle,1,2/1/2017 0:00
SOUTHWOOD,Theft OF Vehicle,3,2/1/2017 0:00
SPRINGBANK HILL,Break & Enter - Commercial,1,2/1/2017 0:00
SPRINGBANK HILL,Break & Enter - Dwelling,2,2/1/2017 0:00
SPRINGBANK HILL,Theft FROM Vehicle,1,2/1/2017 0:00
SPRINGBANK HILL,Theft OF Vehicle,2,2/1/2017 0:00
SPRINGBANK HILL,Violence Other (Non-domestic),2,2/1/2017 0:00
SPRUCE CLIFF,Assault (Non-domestic),1,2/1/2017 0:00
SPRUCE CLIFF,Break & Enter - Other Premises,1,2/1/2017 0:00
SPRUCE CLIFF,Commercial Robbery,1,2/1/2017 0:00
SPRUCE CLIFF,Theft FROM Vehicle,1,2/1/2017 0:00
ST. ANDREWS HEIGHTS,Break & Enter - Dwelling,1,2/1/2017 0:00
ST. ANDREWS HEIGHTS,Theft FROM Vehicle,1,2/1/2017 0:00
STARFIELD,Theft OF Vehicle,1,2/1/2017 0:00
STONEY 1,Break & Enter - Commercial,1,2/1/2017 0:00
STONEY 2,Assault (Non-domestic),1,2/1/2017 0:00
STONEY 2,Break & Enter - Dwelling,1,2/1/2017 0:00
STONEY 2,Theft FROM Vehicle,2,2/1/2017 0:00
STRATHCONA PARK,Break & Enter - Dwelling,4,2/1/2017 0:00
STRATHCONA PARK,Theft FROM Vehicle,2,2/1/2017 0:00
SUNALTA,Assault (Non-domestic),3,2/1/2017 0:00
SUNALTA,Break & Enter - Commercial,2,2/1/2017 0:00
SUNALTA,Break & Enter - Dwelling,1,2/1/2017 0:00
SUNALTA,Commercial Robbery,1,2/1/2017 0:00
SUNALTA,Theft FROM Vehicle,6,2/1/2017 0:00
SUNALTA,Theft OF Vehicle,9,2/1/2017 0:00
SUNALTA,Violence Other (Non-domestic),1,2/1/2017 0:00
SUNDANCE,Break & Enter - Commercial,1,2/1/2017 0:00
SUNDANCE,Break & Enter - Dwelling,1,2/1/2017 0:00
SUNDANCE,Break & Enter - Other Premises,1,2/1/2017 0:00
SUNDANCE,Theft FROM Vehicle,5,2/1/2017 0:00
SUNDANCE,Theft OF Vehicle,1,2/1/2017 0:00
SUNDANCE,Violence Other (Non-domestic),1,2/1/2017 0:00
SUNNYSIDE,Break & Enter - Commercial,5,2/1/2017 0:00
SUNNYSIDE,Break & Enter - Other Premises,1,2/1/2017 0:00
SUNNYSIDE,Theft FROM Vehicle,7,2/1/2017 0:00
SUNNYSIDE,Theft OF Vehicle,1,2/1/2017 0:00
SUNNYSIDE,Violence Other (Non-domestic),1,2/1/2017 0:00
SUNRIDGE,Assault (Non-domestic),10,2/1/2017 0:00
SUNRIDGE,Break & Enter - Commercial,4,2/1/2017 0:00
SUNRIDGE,Commercial Robbery,2,2/1/2017 0:00
SUNRIDGE,Street Robbery,1,2/1/2017 0:00
SUNRIDGE,Theft FROM Vehicle,3,2/1/2017 0:00
SUNRIDGE,Theft OF Vehicle,6,2/1/2017 0:00
SUNRIDGE,Violence Other (Non-domestic),2,2/1/2017 0:00
TARADALE,Assault (Non-domestic),2,2/1/2017 0:00
TARADALE,Break & Enter - Dwelling,2,2/1/2017 0:00
TARADALE,Break & Enter - Other Premises,1,2/1/2017 0:00
TARADALE,Theft FROM Vehicle,4,2/1/2017 0:00
TARADALE,Theft OF Vehicle,6,2/1/2017 0:00
TARADALE,Violence Other (Non-domestic),2,2/1/2017 0:00
TEMPLE,Assault (Non-domestic),2,2/1/2017 0:00
TEMPLE,Break & Enter - Other Premises,1,2/1/2017 0:00
TEMPLE,Street Robbery,1,2/1/2017 0:00
TEMPLE,Theft FROM Vehicle,8,2/1/2017 0:00
TEMPLE,Theft OF Vehicle,7,2/1/2017 0:00
TEMPLE,Violence Other (Non-domestic),1,2/1/2017 0:00
THORNCLIFFE,Assault (Non-domestic),3,2/1/2017 0:00
THORNCLIFFE,Theft FROM Vehicle,3,2/1/2017 0:00
THORNCLIFFE,Theft OF Vehicle,1,2/1/2017 0:00
THORNCLIFFE,Violence Other (Non-domestic),1,2/1/2017 0:00
TUSCANY,Assault (Non-domestic),1,2/1/2017 0:00
TUSCANY,Break & Enter - Commercial,1,2/1/2017 0:00
TUSCANY,Break & Enter - Dwelling,7,2/1/2017 0:00
TUSCANY,Theft FROM Vehicle,14,2/1/2017 0:00
TUSCANY,Theft OF Vehicle,1,2/1/2017 0:00
TUSCANY,Violence Other (Non-domestic),1,2/1/2017 0:00
TUXEDO PARK,Break & Enter - Commercial,1,2/1/2017 0:00
TUXEDO PARK,Break & Enter - Dwelling,1,2/1/2017 0:00
TUXEDO PARK,Break & Enter - Other Premises,3,2/1/2017 0:00
TUXEDO PARK,Theft FROM Vehicle,5,2/1/2017 0:00
TUXEDO PARK,Theft OF Vehicle,1,2/1/2017 0:00
TUXEDO PARK,Violence Other (Non-domestic),2,2/1/2017 0:00
UNIVERSITY HEIGHTS,Theft FROM Vehicle,6,2/1/2017 0:00
UNIVERSITY HEIGHTS,Theft OF Vehicle,1,2/1/2017 0:00
UNIVERSITY OF CALGARY,Assault (Non-domestic),1,2/1/2017 0:00
UNIVERSITY OF CALGARY,Break & Enter - Commercial,2,2/1/2017 0:00
UNIVERSITY OF CALGARY,Theft FROM Vehicle,6,2/1/2017 0:00
UNIVERSITY OF CALGARY,Violence Other (Non-domestic),1,2/1/2017 0:00
UPPER MOUNT ROYAL,Break & Enter - Dwelling,2,2/1/2017 0:00
UPPER MOUNT ROYAL,Break & Enter - Other Premises,1,2/1/2017 0:00
UPPER MOUNT ROYAL,Theft OF Vehicle,1,2/1/2017 0:00
VALLEY RIDGE,Break & Enter - Dwelling,3,2/1/2017 0:00
VALLEY RIDGE,Theft FROM Vehicle,5,2/1/2017 0:00
VALLEYFIELD,Break & Enter - Commercial,1,2/1/2017 0:00
VALLEYFIELD,Break & Enter - Dwelling,1,2/1/2017 0:00
VALLEYFIELD,Theft FROM Vehicle,4,2/1/2017 0:00
VARSITY,Assault (Non-domestic),2,2/1/2017 0:00
VARSITY,Break & Enter - Commercial,4,2/1/2017 0:00
VARSITY,Break & Enter - Dwelling,1,2/1/2017 0:00
VARSITY,Break & Enter - Other Premises,1,2/1/2017 0:00
VARSITY,Commercial Robbery,1,2/1/2017 0:00
VARSITY,Street Robbery,3,2/1/2017 0:00
VARSITY,Theft FROM Vehicle,10,2/1/2017 0:00
VARSITY,Theft OF Vehicle,4,2/1/2017 0:00
VARSITY,Violence Other (Non-domestic),1,2/1/2017 0:00
VISTA HEIGHTS,Theft FROM Vehicle,2,2/1/2017 0:00
VISTA HEIGHTS,Theft OF Vehicle,1,2/1/2017 0:00
WALDEN,Break & Enter - Commercial,3,2/1/2017 0:00
WALDEN,Break & Enter - Other Premises,1,2/1/2017 0:00
WALDEN,Theft OF Vehicle,1,2/1/2017 0:00
WEST HILLHURST,Break & Enter - Commercial,3,2/1/2017 0:00
WEST HILLHURST,Break & Enter - Dwelling,2,2/1/2017 0:00
WEST HILLHURST,Break & Enter - Other Premises,2,2/1/2017 0:00
WEST HILLHURST,Theft FROM Vehicle,2,2/1/2017 0:00
WEST HILLHURST,Theft OF Vehicle,2,2/1/2017 0:00
WEST SPRINGS,Assault (Non-domestic),4,2/1/2017 0:00
WEST SPRINGS,Street Robbery,1,2/1/2017 0:00
WEST SPRINGS,Theft OF Vehicle,2,2/1/2017 0:00
WESTGATE,Break & Enter - Other Premises,1,2/1/2017 0:00
WESTGATE,Theft FROM Vehicle,1,2/1/2017 0:00
WESTWINDS,Assault (Non-domestic),3,2/1/2017 0:00
WESTWINDS,Break & Enter - Commercial,4,2/1/2017 0:00
WESTWINDS,Street Robbery,1,2/1/2017 0:00
WESTWINDS,Theft FROM Vehicle,1,2/1/2017 0:00
WESTWINDS,Theft OF Vehicle,2,2/1/2017 0:00
WESTWINDS,Violence Other (Non-domestic),3,2/1/2017 0:00
WHITEHORN,Assault (Non-domestic),1,2/1/2017 0:00
WHITEHORN,Break & Enter - Dwelling,2,2/1/2017 0:00
WHITEHORN,Break & Enter - Other Premises,2,2/1/2017 0:00
WHITEHORN,Street Robbery,2,2/1/2017 0:00
WHITEHORN,Theft FROM Vehicle,5,2/1/2017 0:00
WHITEHORN,Theft OF Vehicle,4,2/1/2017 0:00
WHITEHORN,Violence Other (Non-domestic),3,2/1/2017 0:00
WILDWOOD,Theft FROM Vehicle,3,2/1/2017 0:00
WILLOW PARK,Break & Enter - Commercial,4,2/1/2017 0:00
WILLOW PARK,Break & Enter - Dwelling,1,2/1/2017 0:00
WILLOW PARK,Break & Enter - Other Premises,1,2/1/2017 0:00
WILLOW PARK,Commercial Robbery,1,2/1/2017 0:00
WILLOW PARK,Theft FROM Vehicle,4,2/1/2017 0:00
WILLOW PARK,Theft OF Vehicle,2,2/1/2017 0:00
WILLOW PARK,Violence Other (Non-domestic),1,2/1/2017 0:00
WINDSOR PARK,Break & Enter - Commercial,1,2/1/2017 0:00
WINDSOR PARK,Break & Enter - Dwelling,1,2/1/2017 0:00
WINDSOR PARK,Break & Enter - Other Premises,2,2/1/2017 0:00
WINDSOR PARK,Street Robbery,1,2/1/2017 0:00
WINDSOR PARK,Theft FROM Vehicle,3,2/1/2017 0:00
WINSTON HEIGHTS/MOUNTVIEW,Break & Enter - Commercial,1,2/1/2017 0:00
WINSTON HEIGHTS/MOUNTVIEW,Break & Enter - Other Premises,1,2/1/2017 0:00
WINSTON HEIGHTS/MOUNTVIEW,Street Robbery,1,2/1/2017 0:00
WINSTON HEIGHTS/MOUNTVIEW,Theft FROM Vehicle,4,2/1/2017 0:00
WINSTON HEIGHTS/MOUNTVIEW,Theft OF Vehicle,1,2/1/2017 0:00
WINSTON HEIGHTS/MOUNTVIEW,Violence Other (Non-domestic),1,2/1/2017 0:00
WOODBINE,Assault (Non-domestic),1,2/1/2017 0:00
WOODBINE,Theft FROM Vehicle,2,2/1/2017 0:00
WOODLANDS,Assault (Non-domestic),1,2/1/2017 0:00
WOODLANDS,Theft FROM Vehicle,3,2/1/2017 0:00
WOODLANDS,Theft OF Vehicle,2,2/1/2017 0:00
WOODLANDS,Violence Other (Non-domestic),2,2/1/2017 0:00
02E,Assault (Non-domestic),4,3/1/2017 0:00
02E,Violence Other (Non-domestic),2,3/1/2017 0:00
03I,Break & Enter - Commercial,2,3/1/2017 0:00
05C,Theft FROM Vehicle,1,3/1/2017 0:00
10A,Break & Enter - Commercial,2,3/1/2017 0:00
10A,Violence Other (Non-domestic),1,3/1/2017 0:00
12A,Assault (Non-domestic),1,3/1/2017 0:00
12B,Assault (Non-domestic),1,3/1/2017 0:00
ABBEYDALE,Theft FROM Vehicle,1,3/1/2017 0:00
ABBEYDALE,Theft OF Vehicle,7,3/1/2017 0:00
ABBEYDALE,Violence Other (Non-domestic),1,3/1/2017 0:00
ACADIA,Assault (Non-domestic),2,3/1/2017 0:00
ACADIA,Break & Enter - Dwelling,2,3/1/2017 0:00
ACADIA,Break & Enter - Other Premises,1,3/1/2017 0:00
ACADIA,Theft FROM Vehicle,5,3/1/2017 0:00
ACADIA,Theft OF Vehicle,3,3/1/2017 0:00
ACADIA,Violence Other (Non-domestic),2,3/1/2017 0:00
ALBERT PARK/RADISSON HEIGHTS,Assault (Non-domestic),5,3/1/2017 0:00
ALBERT PARK/RADISSON HEIGHTS,Break & Enter - Commercial,2,3/1/2017 0:00
ALBERT PARK/RADISSON HEIGHTS,Break & Enter - Dwelling,4,3/1/2017 0:00
ALBERT PARK/RADISSON HEIGHTS,Break & Enter - Other Premises,4,3/1/2017 0:00
ALBERT PARK/RADISSON HEIGHTS,Commercial Robbery,4,3/1/2017 0:00
ALBERT PARK/RADISSON HEIGHTS,Theft FROM Vehicle,11,3/1/2017 0:00
ALBERT PARK/RADISSON HEIGHTS,Theft OF Vehicle,8,3/1/2017 0:00
ALBERT PARK/RADISSON HEIGHTS,Violence Other (Non-domestic),2,3/1/2017 0:00
ALTADORE,Assault (Non-domestic),1,3/1/2017 0:00
ALTADORE,Break & Enter - Dwelling,3,3/1/2017 0:00
ALTADORE,Break & Enter - Other Premises,1,3/1/2017 0:00
ALTADORE,Theft FROM Vehicle,7,3/1/2017 0:00
ALTADORE,Theft OF Vehicle,2,3/1/2017 0:00
ALTADORE,Violence Other (Non-domestic),2,3/1/2017 0:00
ALYTH/BONNYBROOK,Break & Enter - Commercial,2,3/1/2017 0:00
ALYTH/BONNYBROOK,Theft FROM Vehicle,9,3/1/2017 0:00
ALYTH/BONNYBROOK,Violence Other (Non-domestic),1,3/1/2017 0:00
APPLEWOOD PARK,Break & Enter - Commercial,1,3/1/2017 0:00
APPLEWOOD PARK,Break & Enter - Dwelling,1,3/1/2017 0:00
APPLEWOOD PARK,Theft FROM Vehicle,5,3/1/2017 0:00
ARBOUR LAKE,Assault (Non-domestic),2,3/1/2017 0:00
ARBOUR LAKE,Break & Enter - Commercial,1,3/1/2017 0:00
ARBOUR LAKE,Break & Enter - Dwelling,5,3/1/2017 0:00
ARBOUR LAKE,Theft FROM Vehicle,6,3/1/2017 0:00
ARBOUR LAKE,Theft OF Vehicle,4,3/1/2017 0:00
ARBOUR LAKE,Violence Other (Non-domestic),2,3/1/2017 0:00
ASPEN WOODS,Assault (Non-domestic),1,3/1/2017 0:00
ASPEN WOODS,Break & Enter - Commercial,5,3/1/2017 0:00
ASPEN WOODS,Break & Enter - Other Premises,1,3/1/2017 0:00
ASPEN WOODS,Street Robbery,1,3/1/2017 0:00
ASPEN WOODS,Theft FROM Vehicle,1,3/1/2017 0:00
ASPEN WOODS,Theft OF Vehicle,1,3/1/2017 0:00
AUBURN BAY,Break & Enter - Commercial,5,3/1/2017 0:00
AUBURN BAY,Theft FROM Vehicle,6,3/1/2017 0:00
AUBURN BAY,Theft OF Vehicle,2,3/1/2017 0:00
AUBURN BAY,Violence Other (Non-domestic),3,3/1/2017 0:00
BANFF TRAIL,Assault (Non-domestic),3,3/1/2017 0:00
BANFF TRAIL,Break & Enter - Commercial,1,3/1/2017 0:00
BANFF TRAIL,Break & Enter - Other Premises,1,3/1/2017 0:00
BANFF TRAIL,Theft FROM Vehicle,2,3/1/2017 0:00
BANFF TRAIL,Theft OF Vehicle,6,3/1/2017 0:00
BANFF TRAIL,Violence Other (Non-domestic),2,3/1/2017 0:00
